time,theta,phi,psi,delta
325.625,37.4997406005859,21.3682804107666,12.9813079833984,-159.723724365234
325.671999999999,37.7493438720703,21.5744647979736,10.8675546646118,-158.367111206055
325.705999999998,38.0510177612305,21.7891101837158,9.55550861358643,-151.917510986328
325.743000000002,38.3318786621094,21.9959011077881,8.33456420898438,-148.935363769531
325.792999999998,38.5776672363281,22.1599273681641,6.84956407546997,-145.789367675781
325.826000000001,38.8089942932129,22.2664775848389,5.91559219360352,-141.683258056641
325.862000000001,39.1295318603516,22.3860263824463,3.89184784889221,-139.54216003418
325.915000000001,39.4080047607422,22.4684886932373,2.02187585830688,-133.418991088867
325.940999999999,39.7641067504883,22.495698928833,-1.27906847000122,-128.395874023438
326.034,40.3758850097656,22.5393581390381,-5.40418577194214,-113.780227661133
326.061999999998,40.7087287902832,20.5630283355713,-8.05297088623047,-107.673614501953
326.101999999999,41.0213432312012,20.5257987976074,-8.44021511077881,-99.6483154296875
326.152000000002,41.317741394043,20.5074520111084,-9.2919454574585,-99.5879516601562
326.18,41.5622253417969,20.4847412109375,-10.2125854492188,-96.7418975830078
326.220999999998,41.8473052978516,20.5045356750488,-12.710150718689,-93.9521255493164
326.272000000004,42.1426239013672,21.5214138031006,-14.4520063400269,-85.943977355957
326.300000000003,42.4641914367676,21.5552921295166,-16.6092681884766,-81.5581741333008
326.340000000004,42.7438659667969,21.5670337677002,-19.0318412780762,-75.3053588867188
326.391000000003,43.0672607421875,21.5522518157959,-21.9078598022461,-68.3822631835938
326.419000000002,43.3801193237305,21.5195293426514,-24.4936981201172,-60.0692558288574
326.459000000003,43.7292671203613,21.5334892272949,-26.7059650421143,-52.9649505615234
326.512000000002,44.2394790649414,21.5943050384521,-31.5496234893799,-46.9430046081543
326.539000000004,44.5618629455566,21.6285247802734,-33.2103843688965,-31.8839511871338
326.580000000002,44.933235168457,21.600923538208,-35.9706954956055,-28.9598712921143
326.630000000005,45.3476066589355,21.5503463745117,-38.6470031738281,-20.5554122924805
326.660000000003,45.7024688720703,21.4530982971191,-40.7872009277344,-13.0258331298828
326.697,46.051326751709,21.2864208221436,-43.1203155517578,-7.22558355331421
326.747000000003,46.4199104309082,21.057487487793,-45.3365821838379,-0.450393527746201
326.777999999998,46.7708358764648,20.8104877471924,-48.4178199768066,5.86114072799683
326.817000000003,46.9981231689453,20.5514240264893,-49.2771377563477,15.165602684021
326.868000000002,47.2443351745605,21.227933883667,-51.3380699157715,16.5555477142334
326.900000000001,47.4831352233887,20.9168186187744,-53.4680480957031,23.0504665374756
326.938000000002,47.7865295410156,20.5955333709717,-56.3705863952637,29.19211769104
326.987000000001,48.0865249633789,20.2226066589355,-59.0321578979492,37.9312782287598
327.014999999999,48.3122100830078,19.9010810852051,-61.7650260925293,45.4782257080078
327.056000000004,48.7234344482422,21.281421661377,-65.681526184082,53.4174766540527
327.107000000004,48.9823188781738,20.8873195648193,-67.9205780029297,64.9979095458984
327.135999999999,49.2594947814941,20.4550857543945,-71.1451950073242,70.4399108886719
327.175000000003,49.5605354309082,20.002290725708,-74.1806945800781,80.1932067871094
327.224999999999,49.7467041015625,19.5316162109375,-76.5202713012695,88.8258590698242
327.294000000002,50.2572822570801,18.7073001861572,-83.3265609741211,107.393981933594
327.373,50.5405197143555,18.8551406860352,-90.2821731567383,131.947280883789
327.415000000001,50.6329460144043,18.5314788818359,-93.6920318603516,134.414672851562
327.533000000003,50.5033569335938,16.9429607391357,-99.6519088745117,152.278625488281
327.582999999999,50.5525016784668,17.3122959136963,-103.08521270752,162.714294433594
327.614000000001,50.5306282043457,16.7059936523438,-106.034851074219,172.593597412109
327.654000000002,50.560848236084,16.0647964477539,-108.659530639648,180.837295532227
327.701999999997,50.4759864807129,15.3814363479614,-111.401741027832,188.318069458008
327.734000000004,50.4423599243164,14.6858291625977,-114.831108093262,196.410766601562
327.773999999998,50.2676658630371,13.9963483810425,-116.952865600586,206.780700683594
327.826999999997,50.0800933837891,13.3075723648071,-119.668769836426,212.397186279297
327.853999999999,49.7819862365723,12.6148061752319,-120.633613586426,220.747268676758
327.891000000003,49.6271858215332,11.9334440231323,-124.226936340332,222.896240234375
327.945,49.4941177368164,11.306001663208,-127.260620117188,234.848526000977
327.972000000002,49.2288131713867,10.6865482330322,-129.669387817383,243.461090087891
328.014000000003,48.838623046875,10.0686931610107,-130.920181274414,250.280166625977
328.061999999998,48.4708633422852,9.43640804290771,-133.272048950195,253.548080444336
328.092000000004,48.0970230102539,8.82932376861572,-134.771499633789,261.146545410156
328.131000000001,47.6834449768066,8.27705192565918,-135.893249511719,265.263732910156
328.18,47.2516059875488,7.76649904251099,-137.482086181641,268.570434570312
328.215000000004,46.7873153686523,7.26181983947754,-138.233535766602,273.630279541016
328.25,46.2599182128906,6.75880002975464,-138.795150756836,275.604339599609
328.300999999999,45.8445510864258,6.26474857330322,-139.559829711914,277.3916015625
328.330000000002,45.3239250183105,5.81143569946289,-140.066848754883,279.961700439453
328.370000000003,44.7914276123047,6.33996629714966,-141.126434326172,281.534942626953
328.421999999999,44.202507019043,5.91739273071289,-141.372512817383,284.877319335938
328.449000000001,43.6268424987793,5.53921508789062,-140.940551757812,285.245178222656
328.487999999998,43.0938758850098,5.20354223251343,-140.794342041016,283.803405761719
328.541000000005,42.5971031188965,4.85364198684692,-142.009521484375,283.701416015625
328.567999999999,42.0649871826172,4.4956955909729,-142.010986328125,288.01318359375
328.609000000004,41.4971656799316,4.16790771484375,-141.830337524414,287.507049560547
328.661,41.0109939575195,6.7088508605957,-142.326995849609,287.069793701172
328.690999999999,40.5398864746094,6.34613037109375,-141.377517700195,288.379699707031
328.728000000003,39.9253387451172,5.95330905914307,-140.209777832031,284.711059570312
328.781000000003,39.3385963439941,5.50585651397705,-140.202224731445,281.211120605469
328.807000000001,38.85302734375,5.0398325920105,-140.779769897461,281.810363769531
328.897000000004,37.5494270324707,4.08744812011719,-137.691436767578,273.608428955078
328.927000000003,37.1329574584961,3.62592196464539,-139.16862487793,275.068695068359
328.966,36.688404083252,3.14429473876953,-139.200836181641,280.291198730469
329.017,36.0995559692383,2.65116858482361,-138.566879272461,279.826538085938
329.048999999999,35.7017364501953,2.15013003349304,-138.635192871094,277.970977783203
329.086000000003,34.9711265563965,1.66602313518524,-135.932983398438,278.874633789062
329.135999999999,34.4887046813965,1.21719098091125,-136.01123046875,270.122528076172
329.166000000005,34.0237655639648,0.762658953666687,-135.239608764648,272.249237060547
329.205999999998,33.3880805969238,0.296204805374146,-133.357025146484,269.990081787109
329.256000000001,32.8892135620117,-0.176946297287941,-132.906967163086,264.498718261719
329.285000000003,32.3922119140625,-0.656917333602905,-132.148254394531,264.443969726562
329.326000000001,31.796968460083,-1.1587108373642,-130.695053100586,262.570251464844
329.375,31.1193675994873,-1.6831020116806,-128.706588745117,258.561340332031
329.404000000002,30.7354888916016,-2.23122143745422,-128.464294433594,253.169891357422
329.444000000003,30.3189125061035,-2.80371403694153,-128.489166259766,323.876556396484
329.498,30.0236072540283,-3.37503886222839,-129.467468261719,368.705230712891
329.523000000001,29.4057064056396,-3.9152557849884,-127.212875366211,407.663818359375
329.563999999998,28.898946762085,-4.47495555877686,-125.586730957031,428.011474609375
329.614000000001,28.380464553833,-5.01833820343018,-124.398895263672,446.532043457031
329.644,28.0031204223633,-5.55079555511475,-123.431777954102,461.568176269531
329.683000000005,27.673942565918,-6.05189943313599,-123.687553405762,473.460510253906
329.737999999998,27.2013645172119,-6.52315855026245,-121.703262329102,486.419616699219
329.764999999999,26.5604133605957,-5.06370401382446,-119.915557861328,488.81396484375
329.803,26.2506427764893,-5.51015281677246,-120.555885314941,490.862243652344
329.858,25.7698535919189,-5.95888948440552,-118.68904876709,499.604156494141
329.883000000002,25.5851001739502,-6.40989351272583,-118.707504272461,497.403686523438
329.923999999999,25.2710723876953,-6.86229467391968,-118.791221618652,502.069702148438
329.974000000002,24.7257709503174,-8.27237319946289,-116.407897949219,505.168151855469
330.042999999998,24.153923034668,-9.20800685882568,-115.362838745117,497.807952880859
330.092000000004,23.6585292816162,-9.68728828430176,-113.489608764648,501.406066894531
330.124000000003,23.603063583374,-10.0388584136963,-114.350296020508,496.030303955078
330.160000000003,23.1900520324707,-10.6291065216064,-113.056182861328,500.907348632812
330.211000000003,22.7627658843994,-11.0937747955322,-110.856910705566,496.817474365234
330.241000000002,22.4590549468994,-11.5540676116943,-109.163856506348,490.709838867188
330.279000000002,22.2779560089111,-12.0024290084839,-108.41234588623,486.691497802734
330.334000000003,22.0431785583496,-12.4501352310181,-107.488883972168,485.481811523438
330.360000000001,21.709493637085,-12.8907804489136,-105.687927246094,483.098754882812
330.398999999998,21.2471370697021,-13.3393592834473,-103.088470458984,477.788452148438
330.451000000001,20.9751052856445,-13.8016662597656,-102.216613769531,470.197479248047
330.480000000003,20.938777923584,-14.2632894515991,-101.64030456543,468.8251953125
330.521000000001,20.7930965423584,-14.7322149276733,-100.192138671875,467.519683837891
330.571000000004,20.5594158172607,-16.1860637664795,-98.4148941040039,463.12109375
330.597999999998,20.5594158172607,-16.6815147399902,-98.4148941040039,458.228332519531
330.637999999999,20.0616931915283,-17.1708106994629,-93.8933334350586,459.470886230469
330.688999999998,20.0616931915283,-17.6596298217773,-93.8933334350586,444.446838378906
330.719000000005,19.8712024688721,-18.1630477905273,-91.7469635009766,447.154998779297
330.760000000002,19.808650970459,-18.6926689147949,-90.559326171875,440.119262695312
330.808000000005,19.4622802734375,-19.2465496063232,-87.8741683959961,437.519104003906
330.837,19.1745471954346,-19.8049545288086,-85.7948913574219,429.307678222656
330.877,19.047779083252,-20.3713665008545,-83.2226638793945,423.944366455078
330.931000000004,19.113130569458,-20.9476356506348,-84.0571517944336,416.615600585938
330.957000000002,19.4181652069092,-21.5278358459473,-85.09423828125,421.041076660156
330.997000000003,19.4756622314453,-22.1144847869873,-83.1606369018555,424.345550537109
331.052000000003,19.5528869628906,-22.6974754333496,-82.5964126586914,417.590576171875
331.076000000001,19.4709644317627,-23.2803726196289,-80.0968856811523,417.104858398438
331.116000000002,19.3411045074463,-23.8627548217773,-78.0215682983398,409.344299316406
331.167999999998,19.2492084503174,-24.4413566589355,-75.1272888183594,404.060485839844
331.195,19.2976131439209,-25.0067310333252,-73.673583984375,395.785491943359
331.236000000004,19.1619129180908,-25.5642280578613,-71.302734375,392.818756103516
331.286,19.1497192382812,-26.1005325317383,-69.2086486816406,385.939910888672
331.315000000002,19.2369213104248,-26.5004978179932,-68.9475784301758,380.508728027344
331.353999999999,19.2212390899658,-27.182445526123,-66.4266128540039,381.074157714844
331.406000000003,19.3272800445557,-27.7218494415283,-65.8482055664062,373.058044433594
331.436000000002,19.5267906188965,-28.2523746490479,-65.0712890625,372.835540771484
331.474999999999,19.8006496429443,-28.7771415710449,-64.8883819580078,370.899475097656
331.525000000001,20.1010799407959,-29.280912399292,-64.1327896118164,371.107116699219
331.553,20.201343536377,-29.760046005249,-62.7244606018066,369.097900390625
331.593000000001,20.2248935699463,-30.2198238372803,-60.3482818603516,365.195709228516
