,result,table,_time,3FS_azimuth_Manual,CTRL_sta_command_Manual,3FS_z_voltage_Manual,3FS_x_voltage_Manual,CTRL_sta_equivalent_lacet_Manual,3FS_total_force_Manual,CTRL_sta_setpoint_elevation_Manual,CTRL_border_choquer_Manual,CTRL_zen_command_Manual,3FS_elevation_Manual,KITE_azimuth_b_Manual,CTRL_dyn_Gamma_Manual,3FS_y_force_Manual,KITE_azimuth_dot_wr_Manual,KITE_azimuth_h_Manual,CTRL_dyn_GammaRef_Manual,KITE_azimuth_mg_Manual,KITE_azimuth_wr_Manual,CTRL_dyn_command_Manual,3FS_y_voltage_Manual,KITE_elevation_b_Manual,3FS_x_force_Manual,KITE_elevation_dot_wr_Manual,CTRL_left_diff_Manual,KITE_elevation_wr_Manual,KITE_lacet_wr_Manual,CTRL_man_command_Manual,3FS_z_force_Manual,CTRL_right_diff_Manual
,,0,2023-06-07T10:30:41.672Z,0.4597889184951782,-400,1.3176103830337524,1.6431571245193481,-34,161,50,70,-200,0.8021968603134155,26.343965530395508,1.1525508165359497,49,20.95369529724121,26.393888473510742,-1.3537766933441162,0,29.93111228942871,-97.57225799560547,1.5770549774169922,45.962493896484375,-10,2.484337091445923,-165,46.90999984741211,66.03630065917969,-110.13333129882812,-152,55
,,0,2023-06-07T10:30:41.708Z,0.47281792759895325,,1.3185542821884155,1.6431474685668945,,159,,,,0.7998222708702087,27.090471267700195,,50,20.03727149963379,27.136438369750977,,0,30.6776180267334,,1.5775597095489502,45.82644271850586,-10,2.5056023597717285,,47.011497497558594,65.1092529296875,,-151,
,,0,2023-06-07T10:30:41.709Z,,-400,,,-34,,50,70,-200,,,1.1363707780838013,,,,-1.4702743291854858,,,-101.20133972167969,,,,,-235,,,-156.8000030517578,,78
,,0,2023-06-07T10:30:41.738Z,0.4854418933391571,-400,1.319612741470337,1.6431386470794678,-34,158,50,70,-200,0.7976192235946655,27.813772201538086,1.1074339151382446,51,19.255395889282227,27.85870361328125,-1.5815563201904297,0,31.400920867919922,-105.26898193359375,1.5779935121536255,45.70021438598633,-10,3.269853115081787,-238,47.188148498535156,63.451290130615234,-158.6666717529297,-149,79
,,0,2023-06-07T10:30:41.773Z,0.4854418933391571,-400,1.319612741470337,1.6431386470794678,-34,158,50,70,-200,0.7976192235946655,27.813772201538086,1.1074339151382446,51,19.255395889282227,27.85870361328125,-1.5815563201904297,0,31.400920867919922,-105.26898193359375,1.5779935121536255,45.70021438598633,-10,3.269853115081787,-238,47.188148498535156,63.451290130615234,-158.6666717529297,-149,79
,,0,2023-06-07T10:30:41.781Z,0.49797993898391724,-400,1.3207612037658691,1.6431503295898438,-34,156,50,70,-200,0.7951509356498718,28.532148361206055,1.0892430543899536,52,18.73699188232422,28.57695198059082,-1.687622308731079,0,32.11929702758789,-108.38304901123047,1.5783870220184326,45.55879211425781,-10,3.88604474067688,-238,47.38056182861328,62.40903091430664,-158.6666717529297,-146,79
,,0,2023-06-07T10:30:41.824Z,0.5098188519477844,-400,1.3219351768493652,1.643163800239563,-34,154,50,70,-200,0.7928218841552734,29.210468292236328,1.071222186088562,53,18.025392532348633,29.25220489501953,-1.7884949445724487,0,32.79761505126953,-111.953369140625,1.5787115097045898,45.425350189208984,-10,4.6108269691467285,-246,47.608482360839844,61.37651062011719,-164.26666259765625,-144,82
,,0,2023-06-07T10:30:41.853Z,0.5212826728820801,,1.323161244392395,1.6431947946548462,,152,,,,0.7903310060501099,,,53,,,,,,,1.578989863395691,,-10,,,,,,-142,
,,0,2023-06-07T10:30:41.854Z,,-400,,,-34,,50,70,-200,,29.867298126220703,1.054656744003296,,17.383522033691406,29.90904426574707,-1.884216547012329,0,33.454444885253906,-115.21719360351562,,45.282630920410156,,4.398603916168213,-246,47.77169418334961,60.4273796081543,-164.26666259765625,,82
,,0,2023-06-07T10:30:41.876Z,0.5212826728820801,-400,1.323161244392395,1.6431947946548462,-34,152,50,70,-200,0.7903310060501099,29.867298126220703,1.054656744003296,53,17.383522033691406,29.90904426574707,-1.884216547012329,0,33.454444885253906,-115.21719360351562,1.578989863395691,45.282630920410156,-10,4.398603916168213,-246,47.77169418334961,60.4273796081543,-164.26666259765625,-142,82
,,0,2023-06-07T10:30:41.892Z,0.5328596234321594,-400,1.3244004249572754,1.6431981325149536,-34,150,50,70,-200,0.7881364226341248,30.530607223510742,1.0302881002426147,54,17.063217163085938,30.571250915527344,-1.974845051765442,0,34.11775588989258,-118.34648895263672,1.5792433023452759,45.156890869140625,-10,4.0775322914123535,-246,47.915531158447266,59.03116226196289,-164.26666259765625,-140,82
,,0,2023-06-07T10:30:41.943Z,0.5446340441703796,-400,1.3256436586380005,1.6431992053985596,-34,148,50,70,-200,0.7858510613441467,31.205232620239258,1.026797890663147,54,16.984176635742188,31.247774124145508,-2.060452938079834,0,34.792381286621094,-120.86791229248047,1.5794944763183594,45.02595138549805,-10,4.943192481994629,-246,48.16519546508789,58.83118438720703,-164.26666259765625,-138,82
,,0,2023-06-07T10:30:41.979Z,0.5446340441703796,-400,1.3256436586380005,1.6431992053985596,-34,148,50,70,-200,0.7858510613441467,31.205232620239258,1.026797890663147,54,16.984176635742188,31.247774124145508,-2.060452938079834,0,34.792381286621094,-120.86791229248047,1.5794944763183594,45.02595138549805,-10,4.943192481994629,-246,48.16519546508789,58.83118438720703,-164.26666259765625,-138,82
,,0,2023-06-07T10:30:41.986Z,0.5567017197608948,-400,1.3268444538116455,1.6431279182434082,-34,147,50,70,-200,0.7843833565711975,31.89665985107422,1.0035234689712524,55,17.104774475097656,31.938928604125977,-2.1411290168762207,0,35.48380661010742,-124.31119537353516,1.5797313451766968,44.941856384277344,-10,5.723467826843262,-246,48.44095230102539,57.49766159057617,-164.26666259765625,-135,82
,,0,2023-06-07T10:30:42.012Z,0.5682455897331238,,1.3279621601104736,1.6429933309555054,,145,,,,0.7839129567146301,,,55,,,,,,,1.5799250602722168,,-11,,,,,,-133,
,,0,2023-06-07T10:30:42.013Z,,-400,,,-34,,50,70,-200,,32.558074951171875,0.9743722677230835,,16.877016067504883,32.59978103637695,-2.216973066329956,0,36.14522171020508,-126.36009979248047,,44.9149055480957,,4.48090934753418,-240,48.54563522338867,55.82741928100586,-160.5333251953125,,80
,,0,2023-06-07T10:30:42.063Z,0.5797929167747498,-400,1.329107642173767,1.642825961112976,-34,143,50,70,-200,0.784035325050354,33.219688415527344,0.955115556716919,55,16.742340087890625,33.26123809814453,-2.2880938053131104,0,36.80683517456055,-128.12074279785156,1.5800762176513672,44.92191696166992,-11,5.7681074142456055,-232,48.85359191894531,54.724090576171875,-154.93333435058594,-131,77
,,0,2023-06-07T10:30:42.072Z,0.5797929167747498,-400,1.329107642173767,1.642825961112976,-34,143,50,70,-200,0.784035325050354,33.219688415527344,0.955115556716919,55,16.742340087890625,33.26123809814453,-2.2880938053131104,0,36.80683517456055,-128.12074279785156,1.5800762176513672,44.92191696166992,-11,5.7681074142456055,-232,48.85359191894531,54.724090576171875,-154.93333435058594,-131,77
,,0,2023-06-07T10:30:42.094Z,0.5918532013893127,-400,1.3303561210632324,1.6426639556884766,-34,141,50,70,-200,0.7840473055839539,33.91069030761719,0.9703108668327332,55,16.9554386138916,33.95472717285156,-2.354611396789551,0,37.49783706665039,-130.24700927734375,1.5802011489868164,44.922603607177734,-11,5.673947811126709,-210,49.07489776611328,55.59471893310547,-140,-129,70
,,0,2023-06-07T10:30:42.131Z,0.6037320494651794,-400,1.3316376209259033,1.6425015926361084,-34,139,50,70,-200,0.7842494249343872,34.5912971496582,0.9207723736763,56,16.979341506958008,34.63273239135742,-2.416656255722046,0,38.17844772338867,-133.81402587890625,1.5802741050720215,44.934181213378906,-12,7.313729763031006,-207,49.46583557128906,52.756370544433594,-138.13333129882812,-127,69
,,0,2023-06-07T10:30:42.188Z,0.6037320494651794,,1.3316376209259033,1.6425015926361084,,139,,,,0.7842494249343872,,,56,,,,,,,1.5802741050720215,,-12,,,,,,-127,
,,0,2023-06-07T10:30:42.189Z,0.615326464176178,-400,1.3329166173934937,1.642369031906128,-34,137,50,70,-200,0.7841368317604065,35.255611419677734,0.9079395532608032,56,16.83071517944336,35.29751968383789,-2.4743661880493164,0,38.84275817871094,-133.6221923828125,1.5803277492523193,44.927730560302734,-12,6.3929667472839355,-201,49.66630935668945,52.0211067199707,-134.39999389648438,-124,67
,,0,2023-06-07T10:30:42.212Z,0.6264781951904297,-400,1.3341554403305054,1.6422159671783447,-34,135,50,70,-200,0.7844762802124023,35.89455795288086,0.8870335817337036,56,16.48790168762207,35.93340301513672,-2.5278823375701904,0,39.48170471191406,-135.74099731445312,1.580338954925537,44.947181701660156,-12,6.514853477478027,-196,49.9342155456543,50.823280334472656,-130.6666717529297,-122,65
,,0,2023-06-07T10:30:42.254Z,0.637220561504364,-400,1.335391640663147,1.6420397758483887,-34,133,50,70,-200,0.7853730916976929,36.510047912597656,0.8531439304351807,56,-3.123995065689087,36.54864501953125,-2.5773682594299316,0,38.180030822753906,-136.9227294921875,1.5802977085113525,44.998565673828125,-13,6.371844291687012,-193,50.18050765991211,48.88154602050781,-128.8000030517578,-120,64
,,0,2023-06-07T10:30:42.277Z,0.637220561504364,,1.335391640663147,1.6420397758483887,,133,,,,0.7853730916976929,36.510047912597656,,56,-3.123995065689087,36.54864501953125,,0,38.180030822753906,,1.5802977085113525,44.998565673828125,-13,6.371844291687012,,50.18050765991211,48.88154602050781,,-120,
,,0,2023-06-07T10:30:42.278Z,,-400,,,-34,,50,70,-200,,,0.8531439304351807,,,,-2.5773682594299316,,,-136.9227294921875,,,,,-193,,,-128.8000030517578,,64
,,0,2023-06-07T10:30:42.301Z,0.6485137939453125,-400,1.336595892906189,1.6417899131774902,-34,131,50,70,-200,0.7873458862304688,37.1571044921875,0.8329776525497437,56,4.59614896774292,37.19892120361328,-2.6230075359344482,0,38.827083587646484,-137.37644958496094,1.5802481174468994,45.111595153808594,-13,5.906963348388672,-190,50.388893127441406,47.726104736328125,-126.93333435058594,-118,63
,,0,2023-06-07T10:30:42.331Z,0.6594124436378479,-400,1.337754487991333,1.6415531635284424,-34,129,50,70,-200,0.7894019484519958,37.781551361083984,0.8239930272102356,55,9.002155303955078,37.81918716430664,-2.664966106414795,0,39.45153045654297,-138.49412536621094,1.5801753997802734,45.229400634765625,-14,7.963925361633301,-190,50.830867767333984,47.21132278442383,-126.93333435058594,-116,63
,,0,2023-06-07T10:30:42.372Z,0.6692997813224792,-400,1.3388270139694214,1.641324758529663,-34,127,50,70,-200,0.7916578650474548,38.348052978515625,0.8092105388641357,55,11.066320419311523,38.382205963134766,-2.703396797180176,0,40.018035888671875,-139.8881072998047,1.5800726413726807,45.3586540222168,-14,7.779369354248047,-190,51.1309700012207,46.364349365234375,-126.93333435058594,-114,63
,,0,2023-06-07T10:30:42.379Z,0.6692997813224792,-400,1.3388270139694214,1.641324758529663,-34,127,50,70,-200,0.7916578650474548,38.348052978515625,0.8092105388641357,55,11.066320419311523,38.382205963134766,-2.703396797180176,0,40.018035888671875,-139.8881072998047,1.5800726413726807,45.3586540222168,-14,7.779369354248047,-190,51.1309700012207,46.364349365234375,-126.93333435058594,-114,63
,,0,2023-06-07T10:30:42.422Z,0.6780439019203186,-400,1.3398916721343994,1.6411398649215698,-34,125,50,70,-200,0.7937670350074768,38.849056243896484,0.7656273245811462,55,11.649805068969727,38.88039779663086,-2.7384543418884277,0,40.51903533935547,-140.7407684326172,1.5799152851104736,45.47949981689453,-14,7.821632385253906,-190,51.446372985839844,43.86721420288086,-126.93333435058594,-112,63
,,0,2023-06-07T10:30:42.451Z,0.6867737770080566,-400,1.3409979343414307,1.6409896612167358,-34,124,50,70,-200,0.7954491376876831,39.349239349365234,0.7591587901115417,55,11.991732597351074,39.37930679321289,-2.7702927589416504,0,41.019222259521484,-140.0780029296875,1.5797398090362549,45.57587814331055,-15,7.290398120880127,-190,51.706111907958984,43.4965934753418,-126.93333435058594,-110,63
,,0,2023-06-07T10:30:42.479Z,0.6867737770080566,,1.3409979343414307,1.6409896612167358,,124,,,,0.7954491376876831,,,55,,,,,,,1.5797398090362549,,-15,,,,,,-110,
,,0,2023-06-07T10:30:42.48Z,,-400,,,-34,,50,70,-200,,39.349239349365234,0.7591587901115417,,11.991732597351074,39.37930679321289,-2.7702927589416504,0,41.019222259521484,-140.0780029296875,,45.57587814331055,,7.290398120880127,-190,51.706111907958984,43.4965934753418,-126.93333435058594,,63
,,0,2023-06-07T10:30:42.489Z,0.6947840452194214,-397.78558349609375,1.3420737981796265,1.6408244371414185,-34,122,50,70,-200,0.7977187633514404,39.80819320678711,0.7150865793228149,54,11.784584999084473,39.83647918701172,-2.799065113067627,0,41.47817611694336,-141.4317626953125,1.5795141458511353,45.70591735839844,-15,7.178577423095703,-190,51.986549377441406,40.97144317626953,-126.93333435058594,-108,63
,,0,2023-06-07T10:30:42.541Z,0.7023720741271973,-387.8446960449219,1.3431408405303955,1.640673041343689,-34,120,50,70,-200,0.800125002861023,40.24295425415039,0.6819503307342529,54,11.418371200561523,40.2684326171875,-2.824925422668457,0,41.91293716430664,-140.41305541992188,1.579261064529419,45.843788146972656,-15,8.028916358947754,-190,52.358726501464844,39.0728759765625,-126.93333435058594,-106,63
,,0,2023-06-07T10:30:42.572Z,0.7085075974464417,-371.2162780761719,1.3440992832183838,1.6405404806137085,-34,118,50,70,-200,0.8026087284088135,40.5944938659668,0.6265223026275635,53,0.8078421950340271,40.617244720458984,-2.848038911819458,0,41.30862045288086,-140.2022705078125,1.5789852142333984,45.98609161376953,-16,8.434514999389648,-190,52.72043991088867,35.8970832824707,-126.93333435058594,-104,63
,,0,2023-06-07T10:30:42.58Z,0.7085075974464417,-371.2162780761719,1.3440992832183838,1.6405404806137085,-34,118,50,70,-200,0.8026087284088135,40.5944938659668,0.6265223026275635,53,0.8078421950340271,40.617244720458984,-2.848038911819458,0,41.30862045288086,-140.2022705078125,1.5789852142333984,45.98609161376953,-16,8.434514999389648,-190,52.72043991088867,35.8970832824707,-126.93333435058594,-104,63
,,0,2023-06-07T10:30:42.612Z,0.7146589756011963,-362.4551086425781,1.345075249671936,1.6404145956039429,-34,116,50,70,-200,0.8051961064338684,40.94694519042969,0.5973184108734131,53,4.009185314178467,40.96854782104492,-2.8685779571533203,0,41.661067962646484,-138.6593017578125,1.578694224357605,46.13433837890625,-16,8.424714088439941,-134,53.05684280395508,34.22382354736328,-89.60000610351562,-102,44
,,0,2023-06-07T10:30:42.661Z,0.7190768718719482,-348.9718322753906,1.3459343910217285,1.6402727365493774,-34,115,50,70,-200,0.8085932731628418,41.200069427490234,0.5523742437362671,52,4.936779022216797,41.21394348144531,-2.8867015838623047,0,41.91419219970703,-138.5491943359375,1.5783494710922241,46.328983306884766,-16,8.116324424743652,-123,53.36299133300781,31.648714065551758,-82.13333129882812,-101,41
,,0,2023-06-07T10:30:42.678Z,0.7190768718719482,-348.9718322753906,1.3459343910217285,1.6402727365493774,-34,115,50,70,-200,0.8085932731628418,41.200069427490234,0.5523742437362671,52,4.936779022216797,41.21394348144531,-2.8867015838623047,0,41.91419219970703,-138.5491943359375,1.5783494710922241,46.328983306884766,-16,8.116324424743652,-123,53.36299133300781,31.648714065551758,-82.13333129882812,-101,41
,,0,2023-06-07T10:30:42.688Z,0.7216277718544006,-343.49951171875,1.346657395362854,1.640096664428711,-34,113,50,70,-200,0.8132998943328857,41.34622573852539,0.5341330170631409,51,4.423625469207764,41.35032272338867,-2.9025588035583496,0,42.06034851074219,-137.29483032226562,1.5779534578323364,46.59865188598633,-16,8.776662826538086,-120,53.75367736816406,30.603567123413086,-80.26666259765625,-99,40
,,0,2023-06-07T10:30:42.732Z,0.722800076007843,-336.99835205078125,1.3473095893859863,1.6399086713790894,-34,112,50,70,-200,0.8187172412872314,41.413394927978516,0.5124624371528625,50,3.3258559703826904,41.418212890625,-2.916300058364868,0,42.12751770019531,-137.44383239746094,1.5775245428085327,46.90904235839844,-17,9.059962272644043,-120,54.13307571411133,29.361934661865234,-80.26666259765625,-98,40
,,0,2023-06-07T10:30:42.789Z,0.7235123515129089,-332.5901184082031,1.3479235172271729,1.6397218704223633,-34,110,50,70,-200,0.8243762850761414,41.45420455932617,0.4977685511112213,49,2.4036173820495605,41.454673767089844,-2.9280731678009033,0,42.16832733154297,-137.0712127685547,1.5770883560180664,47.23328399658203,-17,8.615158081054688,-123,54.450992584228516,28.520036697387695,-82.13333129882812,-97,41
,,0,2023-06-07T10:30:42.79Z,0.7235123515129089,-332.5901184082031,1.3479235172271729,1.6397218704223633,-34,110,50,70,-200,0.8243762850761414,41.45420455932617,0.4977685511112213,49,2.4036173820495605,41.454673767089844,-2.9280731678009033,0,42.16832733154297,-137.0712127685547,1.5770883560180664,47.23328399658203,-17,8.615158081054688,-123,54.450992584228516,28.520036697387695,-82.13333129882812,-97,41
,,0,2023-06-07T10:30:42.808Z,0.723908007144928,-314.9681091308594,1.3484951257705688,1.639532208442688,-34,109,50,70,-200,0.8302273154258728,41.47687530517578,0.4390283226966858,48,1.668864369392395,41.480369567871094,-2.938021421432495,0,42.19099807739258,-137.0044708251953,1.5766642093658447,47.56852340698242,-18,9.080881118774414,-126,54.84217071533203,25.154470443725586,-84,-96,42
,,0,2023-06-07T10:30:42.849Z,0.7253310084342957,-307.9313659667969,1.3491894006729126,1.6393555402755737,-34,108,50,70,-200,0.8359286785125732,41.558406829833984,0.4155726730823517,48,11.375214576721191,41.563533782958984,-2.9462757110595703,0,43.22838592529297,-134.5940704345703,1.576225757598877,47.89518737792969,-18,9.17887020111084,-126,55.215206146240234,23.81056022644043,-84,-95,42
,,0,2023-06-07T10:30:42.881Z,0.7253310084342957,,1.3491894006729126,1.6393555402755737,,108,,,,0.8359286785125732,,,48,,,,,,,1.576225757598877,,-18,,,,,,-95,
,,0,2023-06-07T10:30:42.882Z,,-307.9313659667969,,,-34,,50,70,-200,,41.558406829833984,0.4155726730823517,,11.375214576721191,41.563533782958984,-2.9462757110595703,0,43.22838592529297,-134.5940704345703,,47.89518737792969,,9.17887020111084,-126,55.215206146240234,23.81056022644043,-84,,42
,,0,2023-06-07T10:30:42.901Z,0.7270179986953735,-296.6075744628906,1.3499858379364014,1.6392306089401245,-34,106,50,70,-200,0.841041088104248,41.65506362915039,0.3778266906738281,47,7.791703224182129,41.66219711303711,-2.9529545307159424,0,43.32504653930664,-134.32191467285156,1.5757707357406616,48.188106536865234,-18,9.484712600708008,-126,55.612945556640625,21.64787483215332,-84,-93,42
,,0,2023-06-07T10:30:42.929Z,0.7292831540107727,-288.9904479980469,1.3508073091506958,1.6391164064407349,-34,104,50,70,-200,0.8458892107009888,41.784847259521484,0.3524361848831177,46,5.972860336303711,41.7940559387207,-2.958178997039795,0,43.454830169677734,-132.9205780029297,1.575331687927246,48.46588134765625,-18,9.149361610412598,-126,55.958797454833984,20.193105697631836,-84,-92,42
,,0,2023-06-07T10:30:42.967Z,0.7321124076843262,-283.69622802734375,1.3516178131103516,1.6389721632003784,-34,103,50,70,-200,0.8512927889823914,41.94695281982422,0.33478879928588867,45,5.204759120941162,41.95660400390625,-2.9620707035064697,0,43.6169319152832,-132.22293090820312,1.5749001502990723,48.77548599243164,-19,8.861544609069824,-151,56.295989990234375,19.18198585510254,-100.79999542236328,-90,50
,,0,2023-06-07T10:30:42.977Z,0.7321124076843262,-283.69622802734375,1.3516178131103516,1.6389721632003784,-34,103,50,70,-200,0.8512927889823914,41.94695281982422,0.33478879928588867,45,5.204759120941162,41.95660400390625,-2.9620707035064697,0,43.6169319152832,-132.22293090820312,1.5749001502990723,48.77548599243164,-19,8.861544609069824,-151,56.295989990234375,19.18198585510254,-100.79999542236328,-90,50
,,0,2023-06-07T10:30:43.018Z,0.7349491715431213,,1.3524287939071655,1.6388267278671265,,101,,,,0.8570043444633484,,,44,,,,,,,1.5744621753692627,,-19,,,,,,-89,
,,0,2023-06-07T10:30:43.019Z,,-268.84979248046875,,,-34,,50,70,-200,,42.1094856262207,0.28530076146125793,,4.748201370239258,42.119632720947266,-2.9647445678710938,0,43.77946853637695,-131.73681640625,,49.10273361206055,,8.833928108215332,-162,56.64768981933594,16.346529006958008,-108.26666259765625,,54
,,0,2023-06-07T10:30:43.048Z,0.7376954555511475,-257.9231262207031,1.3532984256744385,1.6387248039245605,-34,99,50,70,-200,0.8622727990150452,42.26683807373047,0.24887850880622864,43,-5.13615083694458,42.276161193847656,-2.9663171768188477,0,42.980960845947266,-129.53366088867188,1.57400643825531,49.40459442138672,-19,8.646329879760742,-162,56.9822883605957,14.259688377380371,-108.26666259765625,-87,54
,,0,2023-06-07T10:30:43.083Z,0.7376954555511475,-257.9231262207031,1.3532984256744385,1.6387248039245605,-34,99,50,70,-200,0.8622727990150452,42.26683807373047,0.24887850880622864,43,-5.13615083694458,42.276161193847656,-2.9663171768188477,0,42.980960845947266,-129.53366088867188,1.57400643825531,49.40459442138672,-19,8.646329879760742,-162,56.9822883605957,14.259688377380371,-108.26666259765625,-87,54
,,0,2023-06-07T10:30:43.092Z,0.7396836876869202,,1.3541457653045654,1.6386334896087646,,98,,,,0.8677587509155273,42.38075256347656,,42,-1.9425173997879028,42.38813781738281,,0,43.094879150390625,,1.5735312700271606,49.71891403198242,-19,8.736900329589844,,57.33720016479492,12.180041313171387,,-86,
,,0,2023-06-07T10:30:43.093Z,,-247.03411865234375,,,-34,,50,70,-200,,,0.2125818282365799,,,,-2.966907262802124,,,-128.25933837890625,,,,,-173,,,-115.73332977294922,,57
,,0,2023-06-07T10:30:43.138Z,0.7427592873573303,-233.94151306152344,1.3550893068313599,1.638565182685852,-34,96,50,70,-200,0.8729005455970764,42.55697250366211,0.1689397543668747,41,0.5966783761978149,42.569332122802734,-2.966620445251465,0,43.271095275878906,-126.82250213623047,1.5730606317520142,50.013519287109375,-19,8.906058311462402,-173,57.703590393066406,9.679534912109375,-115.73332977294922,-84,57
,,0,2023-06-07T10:30:43.167Z,0.7463774085044861,-221.2717742919922,1.356078028678894,1.6385343074798584,-34,94,50,70,-200,0.8774497509002686,42.76427459716797,0.1267073154449463,40,2.431037664413452,42.7777214050293,-2.965548515319824,0,43.47840118408203,-124.98311614990234,1.5725998878479004,50.274169921875,-20,8.779972076416016,-176,58.04722213745117,7.25979471206665,-117.5999984741211,-82,58
,,0,2023-06-07T10:30:43.178Z,0.7463774085044861,-221.2717742919922,1.356078028678894,1.6385343074798584,-34,94,50,70,-200,0.8774497509002686,42.76427459716797,0.1267073154449463,40,2.431037664413452,42.7777214050293,-2.965548515319824,0,43.47840118408203,-124.98311614990234,1.5725998878479004,50.274169921875,-20,8.779972076416016,-176,58.04722213745117,7.25979471206665,-117.5999984741211,-82,58
,,0,2023-06-07T10:30:43.206Z,0.7493521571159363,-205.16184997558594,1.3569844961166382,1.63850736618042,-34,92,50,70,-200,0.8819692730903625,42.934715270996094,0.07300759851932526,40,3.1630280017852783,42.94329833984375,-2.963777780532837,0,43.648841857910156,-123.2571792602539,1.5721533298492432,50.533119201660156,-20,8.858819007873535,-182,58.406307220458984,4.183027267456055,-121.33333587646484,-80,60
,,0,2023-06-07T10:30:43.258Z,0.7529411315917969,-191.04103088378906,1.3578990697860718,1.6384831666946411,-34,90,50,70,-200,0.8864327073097229,43.140350341796875,0.025938186794519424,39,3.9541475772857666,43.15401840209961,-2.9613900184631348,0,43.85447311401367,-120.91670989990234,1.5717289447784424,50.78885269165039,-20,8.958240509033203,-201,58.77060317993164,1.4861485958099365,-134.39999389648438,-79,67
,,0,2023-06-07T10:30:43.282Z,0.7529411315917969,-191.04103088378906,1.3578990697860718,1.6384831666946411,-34,90,50,70,-200,0.8864327073097229,43.140350341796875,0.025938186794519424,39,3.9541475772857666,43.15401840209961,-2.9613900184631348,0,43.85447311401367,-120.91670989990234,1.5717289447784424,50.78885269165039,-20,8.958240509033203,-201,58.77060317993164,1.4861485958099365,-134.39999389648438,-79,67
,,0,2023-06-07T10:30:43.291Z,0.754979133605957,-183.6696014404297,1.358734130859375,1.6385091543197632,-34,89,50,70,-200,0.8900989294052124,43.257118225097656,0.001366754644550383,38,3.540177822113037,43.25986099243164,-2.958462953567505,0,43.97124099731445,-118.99856567382812,1.5713081359863281,50.9989128112793,-20,9.008536338806152,-201,59.13396072387695,0.07830927520990372,-134.39999389648438,-77,67
,,0,2023-06-07T10:30:43.327Z,0.7560981512069702,-173.0248565673828,1.3595693111419678,1.6385482549667358,-34,87,50,70,-200,0.8939270973205566,43.321231842041016,-0.03411571681499481,37,2.765256643295288,43.325782775878906,-2.9550704956054688,0,44.03535842895508,-118.11820220947266,1.5708661079406738,51.2182502746582,-20,8.390528678894043,-201,59.43250274658203,-1.9546866416931152,-134.39999389648438,-76,67
,,0,2023-06-07T10:30:43.381Z,0.7571234703063965,-157.72622680664062,1.3604093790054321,1.6385867595672607,-34,85,50,70,-200,0.8980455994606018,43.37997817993164,-0.0851111188530922,36,2.2466185092926025,43.38111877441406,-2.9512813091278076,0,44.0941047668457,-116.44943237304688,1.5704116821289062,51.4542236328125,-19,7.891112327575684,-201,59.71818161010742,-4.876507759094238,-134.39999389648438,-74,67
,,0,2023-06-07T10:30:43.385Z,0.7571234703063965,-157.72622680664062,1.3604093790054321,1.6385867595672607,-34,85,50,70,-200,0.8980455994606018,43.37997817993164,-0.0851111188530922,36,2.2466185092926025,43.38111877441406,-2.9512813091278076,0,44.0941047668457,-116.44943237304688,1.5704116821289062,51.4542236328125,-19,7.891112327575684,-201,59.71818161010742,-4.876507759094238,-134.39999389648438,-74,67
,,0,2023-06-07T10:30:43.406Z,0.7572899460792542,,1.3612205982208252,1.6386263370513916,,83,,,,0.9024614691734314,,,35,,,,,,,1.5699453353881836,,-19,,,,,,-73,
,,0,2023-06-07T10:30:43.407Z,,-151.84716796875,,,-34,,50,70,-200,,43.38316345214844,-0.1047079935669899,,1.3797998428344727,43.38581848144531,-2.9471588134765625,0,44.097286224365234,-114.09896087646484,,51.641822814941406,,7.424942493438721,-201,59.98720932006836,-5.999326229095459,-134.39999389648438,,67
,,0,2023-06-07T10:30:43.448Z,0.757300078868866,-143.12071228027344,1.3620274066925049,1.6386680603027344,-34,82,50,70,-200,0.9071037173271179,43.390098571777344,-0.13379621505737305,34,0.8972404599189758,43.38731002807617,-2.942763090133667,0,44.10422134399414,-113.46084594726562,1.5694743394851685,51.97321701049805,-19,7.570556163787842,-201,60.29876708984375,-7.665958404541016,-134.39999389648438,-71,67
,,0,2023-06-07T10:30:43.482Z,0.757300078868866,-143.12071228027344,1.3620274066925049,1.6386680603027344,-34,82,50,70,-200,0.9071037173271179,43.390098571777344,-0.13379621505737305,34,0.8972404599189758,43.38731002807617,-2.942763090133667,0,44.10422134399414,-113.46084594726562,1.5694743394851685,51.97321701049805,-19,7.570556163787842,-201,60.29876708984375,-7.665958404541016,-134.39999389648438,-71,67
,,0,2023-06-07T10:30:43.5Z,0.7548691034317017,-132.56820678710938,1.3627046346664429,1.6387070417404175,-34,80,50,70,-181.20574951171875,0.9121789932250977,43.25081253051758,-0.1689712107181549,33,-0.8545020818710327,43.238563537597656,-2.9381513595581055,0,43.96493911743164,-112.02383422851562,1.5689946413040161,52.264007568359375,-19,7.144089221954346,-201,60.55894470214844,-9.681337356567383,-134.39999389648438,-70,67
,,0,2023-06-07T10:30:43.525Z,0.751427173614502,-122.8898696899414,1.3634065389633179,1.6387494802474976,-34,79,50,70,-148.94461059570312,0.9178395867347717,43.05360794067383,-0.20123234391212463,32,-2.4847819805145264,43.04257583618164,-2.933378219604492,0,43.767730712890625,-110.36933898925781,1.568479299545288,52.58833694458008,-19,6.755156993865967,-201,60.80581283569336,-11.529764175415039,-134.39999389648438,-69,67
